(Parent) ASIN,(Child) ASIN,Title,Page Views - Total,Page Views - Total - B2B,Page Views Percentage - Total,Page Views Percentage - Total - B2B,Featured Offer (Buy Box) Percentage,Featured Offer (Buy Box) Percentage - B2B,Units Ordered,Units Ordered - B2B,Ordered Product Sales,Ordered Product Sales - B2B,Country
B08QZY12N2,B08QZY12N2,"Ninja OL601 FOODI XL 8 Qt. Pressure Cooker Steam with SMARTLID, 14-In-1 That Air Fries, Bakes & More, With 3-Layer Capacity, 5 QT. Crisp Basket. & 45 Recipes, Silver/Black",9,0.0,0.0003,0.0,0.4444,0.0,0,0.0,0.0,0.0,Japan
B09B52WYQP,B08R17FS5K,BREWISH 4 feet -like LED Foamfish tube floor lamp Light effects that change to 20 colors -fake aquarium tank night light children/autism/male/women's gifts -12 fish,18,1.0,0.0005,0.0018,0.0,0.0,0,0.0,0.0,0.0,Japan
B08R2KH3B5,B08R2KH3B5,Ferrofire 5/16 inch x 1 inch drill processing flint steel sedium thugal strap hole 2 bracelet necklace Fire starter (10 packs),5,0.0,0.0001,0.0,0.0,0.0,0,0.0,0.0,0.0,Japan
B08R3CX66K,B08R3CX66K,DEARITHE Sawye -like steak knife 12 pcs set Black Full Tang Tripur Rivet Stek Knife Set 8.74 inch Kitchen Restaurant Table Wear Camp Washing Machine Compatible Stainless Steel Sharp Blade,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Japan
B08R3H54MY,B08R3H54MY,BLUTOGET 3406107 Dryed Aswich Athla -3405100 3405101 3406100-Wirlpool & Kenmore Dryer 528948 AP6008561 PS11741701 EAP11741701-3 Pack,4,0.0,0.0001,0.0,0.0,0.0,0,0.0,0.0,0.0,Japan
B08R5LG619,B08R3WF79J,WHITE BARN BATH AND BODY WORKS 3 Core Candle Essential Oil 14.5 ounces Various scents (Fiji White Sand),2,0.0,0.0001,0.0,1.0,0.0,0,0.0,0.0,0.0,Japan
B08R3Y5WXH,B08R3Y5WXH,"Bluetooth 100W+100W AMPLIFIER BOARD with Treble and Bass Control, DC 9-24V, BT and AUX Inputs, 2.0 Channel STEREO AMP BOARD FORD FORESSS SPEAKERS, PAS SWORD Free",5,0.0,0.0001,0.0,0.0,0.0,0,0.0,0.0,0.0,Japan
B0BJQMTY35,B08R3Z5WGZ,BESAMENATURE Artificial Figli Fig Tree / Fake Ficas Rilata Home Office Deployment Height 30.5 inch Cotton Rope Basket,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Japan
B08R61Q86L,B08R61Q86L,Special Supply Matching Game Sale Discs 10 Packs Pack Children's Tacto Stimulation Automatic Processing Challenge Compatible with Significant Stimulation Stimulation With Early Learning Awareness Mask,15,2.0,0.0004,0.0035,0.0,0.0,0,0.0,0.0,0.0,Japan
B08V5KKM2M,B08R67R1GD,Super Soft Plash Fake Far Blanket 50 inch x 60 inch fluffy fluffy fluffy fluffy warm slow blanket shell pupa fleece Fleece thick lightweight blanket bed chair sofa couch bedroom (white throwing 50 x 60 inch),9,0.0,0.0003,0.0,0.0,0.0,0,0.0,0.0,0.0,Japan
B08R6SBCMC,B08R6SBCMC,Gothvanity Bat Cabinet Knob 8 Pack Gothic Gothic Nob Kitchen Cabinet drawer drawer Wooden 2.6 x 1.3 inch black,6,1.0,0.0002,0.0018,0.0,0.0,0,0.0,0.0,0.0,Japan
B08VDBSS36,B08R78FT89,A microwave ovens platter cover food plate Cover with steam mouth BPA free 11.5 inch dishwasher compatible,3,0.0,0.0001,0.0,0.0,0.0,0,0.0,0.0,0.0,Japan
B08RWXB225,B08R7X5QND,KIDS Zone Collection Bed Cover Kids/Teens Dinosaur Sinosin ancient White Blue Red # Dinosaur One (Twin),1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Japan
B08R865WKB,B08R865WKB,Hanging solar light outdoor decorated glass ball light solar power waterproof glove lighting with handle Terrace tree holiday decoration Deilite white 12 pieces,2,0.0,0.0001,0.0,0.0,0.0,0,0.0,0.0,0.0,Japan
B08RF282RS,B08R9FQ37Y,5 button replacement key fob cover 2015-2019 Cadillac Escalade CTS SRX XT5 ATS STS STS XD6 CT6 XT5 keyless entry remote control (1),3,0.0,0.0001,0.0,0.6667,0.0,0,0.0,0.0,0.0,Japan
B08RB1F7TP,B08RB1F7TP,Fingeranger 4PCS XL Nail Art Stamp Plate Stamp Image Plate Collection Manicure Tool Plate Organizer XL07-10,11,0.0,0.0003,0.0,1.0,0.0,0,0.0,0.0,0.0,Japan
B0B34SQYNT,B08RB56LGX,HANZLA COLLECTION Marine Antique Brass Compass Land Glide Sales Snow Timer & Desk Clock,28,0.0,0.0008,0.0,0.0,0.0,0,0.0,0.0,0.0,Japan
B08RBWT95K,B08RBWT95K,"W10528947 Washer Basket Driving Hub Kit WHIRLPool Kenmore Maytag Crosley Washer Exchange parts 2684908, Ap5665171, EAP6012095, PS6012095, W10396887, W10528947VP",1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Japan
B08X4KR68Y,B08RCZZ593,Makeup mirror with rechargeable lighting 8 inch double -sided makeup vanity mirror 3 color lighting 10 times expanded mirror touch sensor dimming table round cosmelite up mirror made by nickel,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Japan
B08TVJGWVD,B08RDV7FJM,WIGOOD Play Mat 6 -piece Set Dining Table Washing Polesto Polychnel chloride Waterproof Waterproof Waterproof Kitchen/Restaurant/Party decoration,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Japan
B08RDZW41B,B08RDZW41B,ULREMPART Filter HOMEDICS HEPA Tower air purifier replacement filter AP-40 AP-T40WT40WT APT40WAR replacement filter 360 ° filter 3 in 1 filter 1 pack,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Japan
B08RHK9RJF,B08RHK9RJF,4 Piece Wooden Smel cooking utensils Set Natural acacia Material Kitchen Tool Set Steak Salad Butter When cooking and mixing,1,1.0,0.0,0.0018,0.0,0.0,0,0.0,0.0,0.0,Japan
B08RHKTZ9X,B08RHKTZ9X,Wifi NTENN DUL BND 2.4GHz 5.8GHz 10 DBI P-OUTE FO PI-E WIFI Netwo DPTE EU IP ED T-68U,1,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,Japan
B08RJ8SF9M,B08RJ8SF9M,Glitter Line Stone Steering Wheel Cover Crystal Diamond Sparkling Car SUV Breathability Non-slip Ladies/Party/Birthday gift (14.2 inch ~ 15.3 inches) -AB color,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Japan
B08RN9Y2J9,B08RN9Y2J9,10 0.4mm 3D printer extruder MK8 nozzle + 10 pieces 0.4mm 3D printer extruder Stainless steel nozzle cleaning needle with twin set Makerbot Creaty CR-10 for Ender 3 5 5,2,0.0,0.0001,0.0,1.0,0.0,0,0.0,0.0,0.0,Japan
B093LMGVY7,B08RNF73J7,MAGGIFT Solar postlight 6 pieces 20 lumen outdoor warm white high -brightness SMD LED lighting solar power cap light 4X4 5x5 6x6 inch wooden post for fit garden fence deck or patio,7,0.0,0.0002,0.0,0.4286,0.0,0,0.0,0.0,0.0,Japan
B08RNH79BJ,B08RNH79BJ,Whiskey Stone Gift Set - 9 Granite Cooling Stone Whiskey Rock - Reused Ice Cube Tong Double -sided Jigger - Male/Father's Day Dream Gift Birthday/Anniversary/Retired/Father's Day,1,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,Japan
B0BPPPD7WK,B08RRW3KMH,Essential Oil Diffuser Gift Set 550ml Diffuser & AMP; Essential Oil Set Top 10 Essential Oil Aromatherapy Diffuser Humidifier 4 Timer & Amp;,19,0.0,0.0006,0.0,0.0,0.0,0,0.0,0.0,0.0,Japan
B08XVYS3PH,B08RSHMCLK,JOYFOL DAY Himawari Table Cross Yellow Floral Tablecross Rectangular Table Waterproof Flower Table Cover Cover For Kitchen Dining Room (54 x 78 inches),1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Japan
B08RW6YJ99,B08RW6YJ99,Frank Ocean Poster Blond Moto Blond Album Cover Music Poster Channel Blond Beautiful Room No Wall Decoration Frame 11 x 17 inch Premium Silk Art Inkvo,2,0.0,0.0001,0.0,1.0,0.0,0,0.0,0.0,0.0,Japan
B08RW6DBCG,B08RX1YH45,FENGLIREN High -end professional thinning hair for thinning hair for thinning hair scissors hair cut teeth scissors hair dressing texture processing scissor,23,0.0,0.0007,0.0,0.1818,0.0,0,0.0,0.0,0.0,Japan
B08RXJ6ZDP,B08RXJ6ZDP,"ROQ Silicon rubber wedding ring men's comfortable fit men's wedding band breathable rubber engagement ring two thin lines and central lines, beber edge & engraved duo, multi -collar, multi -color",32,0.0,0.001,0.0,0.0,0.0,0,0.0,0.0,0.0,Japan
B08RYFVT8Y,B08RYFVT8Y,Extended long distance Flexible receiver Orange antenna GARMIN GPS Alpha 100 200 200 ASTRO 220 320 430 EIFAGUR,10,0.0,0.0003,0.0,0.0,0.0,0,0.0,0.0,0.0,Japan
B08RYTQ33X,B08RYTQ33X,YUSOVE Boat Strap Hinge 4 inches x 1 inch 316 Stainless steel Hinge Hinge Maline High Durial Deck Shelf Hineci Cabinet Hatch Hatch Falls 2 Packs,3,0.0,0.0001,0.0,1.0,0.0,0,0.0,0.0,0.0,Japan
B08SNYLR1W,B08RYZ49B8,Wall mount Google nest Google NEST Audio speaker compatible Code management built -in installation Easy stable stand Google nest Audio Smart Speaker Holder Space White 2 Pack,15,0.0,0.0004,0.0,0.0,0.0,0,0.0,0.0,0.0,Japan
B08V183CG8,B08RYZQLZL,P POTHUINY satin futon cover 5 -piece set Full/Queen size set Like Luxury Cover Beddown Cover Bedding Bedding Set Zhoppers Opening and closed futon cover 1 piece + 4 pillowcases (not included in the comforter body),1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Japan
B08RZC7TZW,B08RZC7TZW,Case cover with key chain for AirPods Pro for AIRPODS PRO Silicon earphone cover for AirPods Pro,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Japan
B09419ZWRR,B08S2S12BM,LTROP iPad 6/5 generation case iPad Air 2 case iPad 9.7 Case Protection for children [Shoulder Strap] [Shoulder Strap] [Pencil Holder] [Rotating Stand] iPad 6/5 Gen (2018/2017) & iPad Air 2/Pro 9.7 Aque Steel,2,0.0,0.0001,0.0,0.0,0.0,0,0.0,0.0,0.0,Japan
B08S2S5NJG,B08S2S5NJG,A stuffed animal that glows in the dark 14 inch plush toys For dog Soft and cute boy and girl,14,0.0,0.0004,0.0,0.0,0.0,0,0.0,0.0,0.0,Japan
B0936NWP15,B08S3GWM5W,MOOSE TOYS HEROES OF GOO JIT ZU - Space Jam: A New Legacy - 5 inch Stretch Goo Filling Action Figure - LeBron James (Power -up),6,0.0,0.0002,0.0,0.0,0.0,0,0.0,0.0,0.0,Japan
B0B3Y9XD4W,B08S3S3VNW,KITCHENDAO 2 in 1 1 Magnetic beer plug -out refrigerator and RV Cap Catcher with RV with RV Soda Can Openner Storing easily with magnet and easy to store a male husband and father -2 packs,2,0.0,0.0001,0.0,0.5,0.0,0,0.0,0.0,0.0,Japan
B08YK8C2M8,B08S467WS5,Pizza Blanket Pepallo Pepperoni Double -sided Calzone Large Fleece Width 71 inch 300gsm Familiar Soft Cover Slow Cover Slow Cover Slow Cover Bedroom Couch Beds Travel Bed Spread Dormitory Room Pizza Like,3,0.0,0.0001,0.0,0.0,0.0,0,0.0,0.0,0.0,Japan
B08BYL45ZD,B08S6XZ44P,PAPAZAU Bowling Bag For Single Ball - With Balling Shoes up to Men's Size 14 with Ball Holder with Single Ball Tote Bag Pad (Black/Orange),3,0.0,0.0001,0.0,0.0,0.0,0,0.0,0.0,0.0,Japan
B08S758M9R,B08S758M9R,JESSICA [US Stock 34/44/44-55/44-56mm 1-1/8 Threadless Double Seal MTB bearing Lightweight headset,2,0.0,0.0001,0.0,0.0,0.0,0,0.0,0.0,0.0,Japan
B08S7CYVV4,B08S7CYVV4,"CHMLT UFO LED HIGH BAY LIGHT 150W 22500LM (150lm/W) 5000K, UL ​​6U2019 Cable with US plug (Equiv. To 600W MH/HPS), LED SHOP LIGHT, LED WAREHOUSE GARAG e Workshop Barn Factory Area Lights Fixtere Non-Dim 1Pack",2,0.0,0.0001,0.0,0.0,0.0,0,0.0,0.0,0.0,Japan
B0BPK2LFCF,B08S7D727F,PENGUIN Recycle Printer Ink Cartridge HP 65XL HP AMP 100 120 125 130 Deskjet 2622 2624 2652 3752 3752 ENVY 5020 5030 (1 black color) Combo pack,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Japan
B08T5NY294,B08SBJVNH1,GUARD YOUR ID Roller ID Security Stan Proheller (Pink) IS-520cm,1,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,Japan
B09RHLT5KN,B08SG67BJG,"For Serenite Crystal Bowl, Healing, Rehabilitation for Rehabilitation | Pure Serenite Smies Bowl & Crystal Charging Station ethically procurement (3 inches (1 pack))",15,0.0,0.0004,0.0,0.0,0.0,0,0.0,0.0,0.0,Japan
B09RHLT5KN,B08SG6L3RC,"Serenite crystal bowl bleed, healing, re -charging | Pure Serenite Smies Bowl & Crystal Charging Station ethically procurement (4 inches (1 pack))",4,0.0,0.0001,0.0,0.75,0.0,0,0.0,0.0,0.0,Japan
B08V3SV26H,B08SGGXVH2,"XMBFZ Laptop Competition Case 11.6 inches 12.1 inch Neo Pren Lap Top Sleeve/Lap Book Computer Pocket Case/Chrome Book Case/Tablet Briefcase Carry Bag Men, Women, Boys, Girls (Cute Unicorn)",6,0.0,0.0002,0.0,0.1667,0.0,0,0.0,0.0,0.0,Japan
B092T9NXHS,B08SGX1YXY,Air flyer magnet cheat seat set air flyer accessories Cooking time Air flyer accessory magnet seat dish / fried food Quick Reference Guide (White),15,0.0,0.0004,0.0,0.0,0.0,0,0.0,0.0,0.0,Japan
B08SJ3BZG2,B08SJ3BZG2,Radiomaster R81 8ch R1MINI FRSKY D8 compatible nano revenue bar SBUS,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Japan
B091DRH5RK,B08SJ8KF1M,Hobo Bag Ladies Size Ho Bag Hobo Shoulder Bag Tote PU Leather Wallet Adjustable shoulder strap and tassel (black),1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Japan
B08VWB7698,B08SLWM2QD,WOABOY Autumn Waterproof Slow Cushion Cover Decorative Farm House Autumn Sprinkle Cushion Case Bed Sofa Couching Room Orange for Living Room 12x20 inch 2 pieces set,2,0.0,0.0001,0.0,0.0,0.0,0,0.0,0.0,0.0,Japan
B08SM6F28H,B08SM6F28H,Gooji Children's thank -you card envelope 25 sets with sealed colorful double -sided custom card stock with blank messages with blank birthday party event holiday stickers (party snacks),1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Japan
B08SPXMNJW,B08SPXMNJW,OSBUN Front Sheet knobs Bolt Suzuki Hayabushi GSX1300R 1999-2007 (Black),85,1.0,0.0025,0.0018,0.2588,0.0,0,0.0,0.0,0.0,Japan
B08SQ6L1GF,B08SQ6L1GF,YOUNTASY Remembering Memorial Memorial Wind Chimes Remembering a person who has lost a loved one who died of a deceased mother/Memorial Gift 35 inches for memorial service,8,0.0,0.0002,0.0,0.0,0.0,0,0.0,0.0,0.0,Japan
B08SQKZDKR,B08SQKZDKR,AHK Tablet Stand Holder Angle Adjustable Tablet & Phone Stand Desk Thick Case Friendly iPad Holder Stand (4.7-12.9 inch) iPad iPad Pro 12.9 Air Mini 4 iPhone 4 iPhone Kindle Switch,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Japan
B08SR193H6,B08SR193H6,Quoted Walldown Sticker Library Reading Corner Wall De Carl Creative Wall Poster Poster Paste Wall Art Wall Art Mural Poemed Room For Children's Room,2,0.0,0.0001,0.0,0.0,0.0,0,0.0,0.0,0.0,Japan
B08WYM2ZHL,B08SR5KRK9,Beach ball for children: Children's huge beach balls Easy to inflate the basketball beach ball huge air injection ball Fun pool toy sand toys Sandy beach toy beach toy summer beach games outdoor game,5,0.0,0.0001,0.0,0.2,0.0,0,0.0,0.0,0.0,Japan
B0964JLT5F,B08SV4YLZG,FUNKO POP! Games: Pokemon -PSYDUCK,27,1.0,0.0008,0.0018,0.0,0.0,0,0.0,0.0,0.0,Japan
B09N2VWZ4X,B08SVKGQQ7,FIRSGRILL Professional Professional Professional Professional Professional Professional Professional Prof much,1,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,Japan
B08T1FN7LN,B08T1FN7LN,HAPPI STUDIO Egg -grilled bread lid and spatula -with Japanese omelet bread non -stick -Japanese egg bread -egg frying pan -Omeletz bread -Calon bread 7 inch x 6 inches,4,0.0,0.0001,0.0,0.0,0.0,0,0.0,0.0,0.0,Japan
B08T5LSBFQ,B08T5LSBFQ,Large garlic keeper - Garlic Holder storage -Round Ceramic Garlic Container Storage Ninklive More L longer and fresh -Classic White Vent Niniki Keyper Counter -Garlic Saver for Kitchen,2,0.0,0.0001,0.0,1.0,0.0,0,0.0,0.0,0.0,Japan
B09KQ23K4X,B08T5M162J,"Valentine's Day Gift Keychain from Men to Men Anniversary to Husband Gifts Gifts Wife Birthday Present Boy Friend Gen Engagement Wedding Present Jewelry Key Ring, Black, Small",6,0.0,0.0002,0.0,0.5,0.0,0,0.0,0.0,0.0,Japan
B08T5R3ZCH,B08T5R3ZCH,RUBYPIN multifunctional TV Trautable -Folding Type TV Tray Cup Holder with folding and sofa Folding table Height 6 steps (black) adjustment (black),1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Japan
B08T5VZ6CZ,B08T5VZ6CZ,"Phone Tripod Mount, Phone Camera Grip Handle with Detachable Bltooth Remote Control and Cold Shoe Adapter for iPhone Smartphone Selfie Vlog Vlog Video Shooting-Black",1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Japan
B08T6WNHF6,B08T6WNHF6,Armorsuit MilitaryShield Screen Prector Samsung Galaxy S21 Ultra (6.8 inch) Case -friendly foam prevention HD clear film,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Japan
B0BLJC58V7,B08T83SPP6,"Oven Light Bulb 40 Watt Appliance Light Bulb, High Temperature 300 Degree Resistant Appliance Bulb For Oven, Stove, Refrigera",13,0.0,0.0004,0.0,0.0,0.0,0,0.0,0.0,0.0,Japan
B092J5Z5FX,B08T8H8ZVF,Bookshelf Decorated Sculpture Home Interior Accent figurine Art Metal Rounding Decoration Object Library Office Living Room Bed Room Collection Steel Image Christmas Gift (Style 2),1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Japan
B08TTQS6R5,B08T8JRL55,AIRPODS 1/2 Case Cover 3D Ginger Ale Bottle Series Creative Creative Manga Interestry Silicon AIRPOD Character Skin Key Chain Ring Girls Boys Boys For Men's Air Pod 1 & 2 (Ginger AB Bottle),1,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,Japan
B08X4NR6L6,B08T95LBMF,Andobil [quick charging] 15 -inch wireless car charger [Upgraded safe chips] Qi car cup mobile phone mount with adapter Adjustable goos neck holder charger iPhone 1413111111111111111111111111111111111111113,7,0.0,0.0002,0.0,0.0,0.0,0,0.0,0.0,0.0,Japan
B09Y2RL1ST,B08T95SST2,USAGA 32 finger head massager head scratcher scalp massager stretched and contracted backs clutch Wooden handle for the head (1 pack),7,0.0,0.0002,0.0,0.0,0.0,0,0.0,0.0,0.0,Japan
B08TVD5X6T,B08T976P9J,"Handle with handle Pad Pad Transfer board sheet 48 inch x 40 inch incontinence mattress bedding Protector liner slide lift slinging pad disposable body board (blue, 490 inch)",3,0.0,0.0001,0.0,0.3333,0.0,0,0.0,0.0,0.0,Japan
B0B7CPQ8P9,B08T9MTVN1,Macura Code 2mm x 722 Feat Beige Macura Code Natural Cotton Rope 3 Strand Twist Cotton Stringing Cord Spool Wall Wall Wall Knit Craft Project,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Japan
B08T9YRJFG,B08T9YRJFG,Unicorn Waldecar Purple Glitter Galaxy Unicorn Waldeco Removable Unicorn Waldecar Sticker Boys/Girl/Child/Bedroom Decorative Children's Room Interior,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Japan
B09JLGZ8BS,B08TBFR3C1,BECOMROCK Soap dispenser kitchen kitchen sink sink soap dispenser lotion dispenser 17 ounce bottle stainless steel syncho sink sink sink sink sink sink sinker black,4,0.0,0.0001,0.0,0.0,0.0,0,0.0,0.0,0.0,Japan
B08TBQTJRX,B08TBQTJRX,Epoxy resin face 28 Color transparent resin dye solution colored agent black white 3 high concentration epoxy resin color tint,1,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,Japan
B08TC3TNJ2,B08TC3TNJ2,Ticuenicoa octopus 2nd birthday backdrop 2 birthday background Mexican Fiesta Theme Birthday Party Background Background Takosbert 2 -year -old Birthday Party Boooth Booth Boooth 5x3 feet,1,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,Japan
B0952719VL,B08TC44PTQ,ROYALFOX 3 5 5 6 button 3D 3D Girakira Girly Fashion Keyless Keyless Smart Key Fob Case Cover Infiniti Nissan Murano Pass Finder Maxima Lania Ultima Central Rogue Almada (Purple Case Keychain),1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Japan
B08TVJJ44C,B08TCD681P,SWONO Mexican floral decorative pillowcase cover ethnic art bird and paisley flower firmhouse decorative slot pillowcase cover 18 x 18 inch home decoration,4,0.0,0.0001,0.0,0.25,0.0,0,0.0,0.0,0.0,Japan
B08THVBL6D,B08THVBL6D,"Congratulations card - ""Congrats!"" Greating card 1 piece with gold glitter character craft envelope - 5 inch x 7 inches inside blank -graduation, promotion, engagement, presentation",1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Japan
B08THXZ52D,B08THXZ52D,Liquid choke marker blackboard for blackboard -Glass window marker pens blackboard blackboard marker -8 bright neon color -wet or dry racing chalk pen Easy cleanup,1,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,Japan
B08VDKLP3B,B08TLRVLYJ,JOUKFUN THANK YOU TEACHER Card Helping Me Grow Card Thanks for Greeting Card Teacher Mother Dad,3,0.0,0.0001,0.0,0.0,0.0,0,0.0,0.0,0.0,Japan
B08W56T7TN,B08TMFYPPV,Baodini UV Umbrella protection solar compact windproofing Umbrella Automatic folding in an umbrella Interpretation Return Road Umbrella Portable Portable Portable Automatic closing (1-pink),20,0.0,0.0006,0.0,0.0526,0.0,0,0.0,0.0,0.0,Japan
B08TQH6ZSB,B08TQH6ZSB,USHINEMI Happy 18 -year -old Birthday Cake Topper 5.9x4.75 inch Glitter Black,3,0.0,0.0001,0.0,1.0,0.0,0,0.0,0.0,0.0,Japan
B0BGKDV1QL,B08TQNMHVP,"ENNO VATTI 100th Scratch Off Poster -Fun Couple Activity and Cute (16.5 inch x 23.4 inch) -Boyfriend, husband, wife, anniversary, Valentine's Day, Easter, Christmas, ideal for Christmas",11,0.0,0.0003,0.0,0.0,0.0,0,0.0,0.0,0.0,Japan
B08TQT3BFH,B08TQT3BFH,Alien Predator Collection -City Hunter Predator 2 -Pose -free figure 7 inches,6,0.0,0.0002,0.0,0.0,0.0,0,0.0,0.0,0.0,Japan
B08TSYHSL4,B08TSYHSL4,TALKWORKS USB C to 3.5mm AUX Jack Audio Cable -6 -foot Edition Type C Code High Durability Head Hong Tereo Adapter SAMSUNG GALAXY S21 S9 iPad Pro 2018 Google Pixel Moto Z for Z,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Japan
B08TT1YNFP,B08TT1YNFP,"11 Pack 2 ""QUICK CHANGE ROLOC Easy Strip Discs for Angle Grinders-Strips Paint, Cleans Welds Rust Removal Grinding Wheel Wheel",1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Japan
B0BMW4Y1FX,B08TVRVZL1,Kseroo Tough dog toy Aggressive dog toy for large dogs Aggressive chewing toy bone bone toy nylon Nylon Durable dog Toy extreme chewing toys for dogs.,12,0.0,0.0004,0.0,0.0909,0.0,0,0.0,0.0,0.0,Japan
B08W2FQQRZ,B08TWB7YK5,BEDAZZLED Futon Cover Cover Queen Size 3 Peace Book with Futon Cover Set Soft Shabby Sick Bohore Bedding Set All Season White,2,0.0,0.0001,0.0,0.0,0.0,0,0.0,0.0,0.0,Japan
B093FZQQCZ,B08TWFSTHH,Supzone Princess Wall Sticker Girls Wall Decoration Removable Art Deco Wall Decal Girls Bedroom Children's Room Children's Room Play Room Waldecar,2,0.0,0.0001,0.0,0.0,0.0,0,0.0,0.0,0.0,Japan
B08TWG7WV7,B08TWG7WV7,60 pieces # 8 x 1 1/2 inch white screw pamphlet head twin fuel thread RV zinc plating corrosion resistance # 2 with Philips Bit Screw Bit,1,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,Japan
B08TWK6RXM,B08TWK6RXM,Wooden Bird House Outdoor Wooden Bird House For Finch with Paul Blue Bird Cardinal hanging Bird House Garden Country Country,2,0.0,0.0001,0.0,0.0,0.0,0,0.0,0.0,0.0,Japan
B08TWKNKLK,B08TWKNKLK,OVSOR 120 Metal Zip Tie High Endurance Silver Binding Band 11.8 inch tensile intensity metal cable Thailand No required cellflock metal tie,4,1.0,0.0001,0.0018,0.5,1.0,0,0.0,0.0,0.0,Japan
B09PD52YHS,B08TWN5N4P,CYRDER Tempura Deep Flyer Pot Hana with a thermometer with non -stick carbon pons cheil oil fried tempura/chicken/fish/shrimp care Easy green large tempura bread 9.5 inch,2,0.0,0.0001,0.0,0.0,0.0,0,0.0,0.0,0.0,Japan
B072LB99H3,B08TWNHN11,DRESHOW knot with knot head wrap ladies African van knot beanie head wrap 5 pack US size: One size,1,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,Japan
B08ZMCBSFQ,B08TWP2ZHY,LUKIEJAC Succulent Power Pot Drainage Bamboo Sosa Stand Holder Ceramic Mini Owl Plant Home Planter Cactus Cactor Book Shelf Office Desk Not included plants,3,0.0,0.0001,0.0,0.0,0.0,0,0.0,0.0,0.0,Japan
B08TX344C3,B08TX344C3,Floraison that doesn't break stainless steel Magic cooling beauty sticky stick face/neck/Crystick for body & cold roller face swelling & wrinkles on wrinkles,26,0.0,0.0008,0.0,0.0,0.0,0,0.0,0.0,0.0,Japan
B0BZMP5THG,B08V133Z54,REVIX Large Ice Pack Injury Reusing Gel Ice Slap Leg Leg Lega Full Chills Cold Compression After Surgery Pain Roller Swelling Swelling Azales Strap 3 pieces,1,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,Japan
B08V174QC3,B08V174QC3,"Galadim left-handed children for children (5 pieces, round chips, 5.2 inches) --The left-handed soft touch blunt school student Hagami GD-018-G",1,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,Japan
B0BW28G3M8,B08V1944T8,Astronomy Poster -Pillars of Creation -Hubble Space Telescope Photo -11x14 No Frame Art Print -Vintage Poster Dark Academia Astronomer Space Poster for Space Exploration List,13,0.0,0.0004,0.0,0.3077,0.0,0,0.0,0.0,0.0,Japan
B08PQF25CK,B08V1R3J69,"K Kwokker 651#8-32#6-32#2-1/2 Small screw Phillips Pan Head Set Screw, Bolt and washer, cabinet door and drawer screws",1,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,Japan
